file,z0,method,w_min,w_max,mse,mae,avg_window_size,n_deviations,n_steps
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,4,8,193.67106251693698,6.470276861751003,7.873015873015873,63.0,63.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,10,70.6908828377585,6.191319606288081,9.745098039215685,35.0,51.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,4,10,57.836835106931595,5.3610957692981085,9.745098039215685,50.0,51.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,12,147.98344811721466,8.727485776209896,11.511627906976743,33.0,43.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,4,12,66.17496560413908,6.129687214936571,11.511627906976743,43.0,43.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,15,147.02035422734915,8.586970753208389,13.777777777777779,29.0,36.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,4,15,81.12510396448455,6.829713367305776,13.777777777777779,35.0,36.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,5,8,58.46774147757094,5.895727637493244,7.935483870967742,48.0,62.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,5,8,135.26221943878892,5.79194072118302,7.935483870967742,62.0,62.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,5,10,96.30046632986051,7.01132646412889,9.72549019607843,42.0,51.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,5,10,54.61514527016053,5.4885250028417305,9.72549019607843,49.0,51.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,5,12,109.25628969291516,7.789585976556097,11.534883720930232,34.0,43.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,5,12,121.41628734839925,6.327924149100952,11.534883720930232,42.0,43.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,5,15,150.91000018766587,9.284398073087639,13.777777777777779,30.0,36.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,diff_ols,5,15,163.35011383432433,7.600399805173769,13.777777777777779,35.0,36.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,3,8,0.45155875385528155,0.48120842426581173,7.888888888888889,34.0,63.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,3,8,2.1392623817756116,0.9728820811226322,7.888888888888889,59.0,63.0
