file,z0,method,w_min,w_max,mse,rmse,mae,mape,direction_accuracy,avg_changepoint_prob,avg_window_size,n_steps
initial_value_5_samples_500_a_0.5_b_130_delta_3.0.csv,5,ols,5,8,162.99247292154993,12.766850548257779,9.916428008275252,10.447195797841365,53.0,0.01601318843032143,7.873015873015873,63.0
initial_value_5_samples_500_a_0.5_b_130_delta_3.0.csv,5,ols,5,10,183.3251288672788,13.539761034349121,10.254641339196887,10.673107055459186,49.8,0.01601318843032143,9.72549019607843,51.0
initial_value_5_samples_500_a_0.5_b_130_delta_3.0.csv,5,ols,5,12,257.7970995510408,16.056061146839244,12.053115706441368,12.162827026310202,51.6,0.01601318843032143,11.534883720930232,43.0
initial_value_5_samples_500_a_0.5_b_130_delta_3.0.csv,5,ols,5,15,364.6380912458137,19.095499240549163,13.886123881492969,13.345827047090026,49.0,0.01601318843032143,13.777777777777779,36.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,3,8,506.9856494024493,22.516341829934305,16.595640931328454,16.105579177304143,52.6,0.014416340479686922,7.323529411764706,68.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,3,10,582.3873889857031,24.13270372307469,17.116227472708708,15.922822919575944,53.0,0.014416340479686922,8.736842105263158,57.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,3,12,615.0944176913189,24.80109710660637,18.921178713704595,18.759620269669238,53.6,0.014416340479686922,10.375,48.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,3,15,779.7407960232504,27.92383920637079,21.75722892080428,22.207396942463212,49.8,0.014416340479686922,13.105263157894736,38.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,4,8,667.5128785071068,25.83627059981968,19.122288087843383,18.0946343894298,49.8,0.014416340479686922,7.765625,64.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,4,10,441.82654755983947,21.01967049122891,15.247554157669857,15.187174887237658,53.0,0.014416340479686922,9.036363636363637,55.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,4,12,771.2719988330025,27.771784221273982,20.666581275954332,20.162977557651672,56.599999999999994,0.014416340479686922,10.574468085106384,47.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,4,15,826.5798289405826,28.75030137130014,22.18124753675974,21.786288154231272,52.716297786720325,0.014416340479686922,13.35135135135135,37.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,5,8,699.0841122314064,26.440198793341292,19.340676531090896,18.77606068848715,50.70140280561122,0.014416340479686922,7.857142857142857,63.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,5,10,525.9990070547196,22.9346682351134,17.525204579847173,17.00487821807976,52.716297786720325,0.014416340479686922,9.48076923076923,52.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,5,12,616.9043783352676,24.837559830532218,18.597170990719267,18.68667893641832,53.2,0.014416340479686922,10.782608695652174,46.0
initial_value_5_samples_500_a_0.5_b_130_delta_5.0.csv,5,ols,5,15,974.2963616623922,31.213720727628615,23.023089409531593,22.79411457868396,50.0,0.014416340479686922,13.405405405405405,37.0
initial_value_5_samples_500_a_0.6_b_100.csv,5,ols,3,8,38.46618424226279,6.202111272966875,4.729871991977727,6.335939735285439,51.204819277108435,0.016795975804451503,7.873015873015873,63.0
initial_value_5_samples_500_a_0.6_b_100.csv,5,ols,3,10,71.89118693402853,8.478867078450312,5.945338127893024,7.76897208706898,51.0,0.016795975804451503,9.764705882352942,51.0
initial_value_5_samples_500_a_0.6_b_100.csv,5,ols,3,12,62.45128867590884,7.9026127752730515,5.585370238988232,7.724343948269244,49.4,0.016795975804451503,11.581395348837209,43.0
